Ver. 2.0
CustomSeparator  
auto_time double double double double double double double double double double #
2.988839 0.014211 0.012743 0.526767 426.682430 0.601601 0.134928 0.001299 0.000132 0.021994 0.168188
3.006383 0.022333 0.012776 0.518449 426.716288 0.548672 0.153341 0.000860 0.000097 0.024470 0.168548
3.023952 0.018209 0.012507 0.512542 426.748026 0.496320 0.172781 0.000445 0.000120 0.025603 0.168548
3.037712 0.019283 0.012155 0.506509 426.770635 0.445535 0.193473 0.000243 0.000156 0.027220 0.168928
3.050541 0.018429 0.011812 0.500652 426.793751 0.402100 0.212869 0.000069 0.000206 0.029577 0.168928
3.064622 0.019789 0.011085 0.495087 426.812158 0.362289 0.231970 0.000024 0.000327 0.032969 0.169340
3.078422 0.021527 0.010316 0.489483 426.833079 0.322881 0.252301 0.000005 0.000386 0.037060 0.169340
3.090827 0.021148 0.009454 0.484818 426.841325 0.287519 0.277016 0.000008 0.000392 0.041039 0.169643
3.104347 0.019781 0.008606 0.480569 426.851974 0.252468 0.302797 0.000008 0.000411 0.045881 0.169643
3.118760 0.022397 0.007832 0.475921 426.855117 0.218730 0.337416 0.000028 0.000392 0.051476 0.169930
3.141955 0.023041 0.007420 0.470841 426.855482 0.187646 0.373693 0.000088 0.000347 0.057100 0.169930
3.164156 0.022358 0.006788 0.466947 426.852082 0.158674 0.415824 0.000073 0.000284 0.061706 0.170190
3.185649 0.021766 0.006785 0.463938 426.850375 0.132872 0.462105 0.000076 0.000176 0.066206 0.170190
3.204885 0.021642 0.007001 0.461204 426.845986 0.112301 0.512078 0.000187 0.000081 0.070018 0.170309
3.221729 0.021478 0.007191 0.458709 426.838729 0.094512 0.562263 0.000289 0.000052 0.071876 0.170309
3.239730 0.022341 0.007181 0.455550 426.835485 0.080329 0.612031 0.000313 0.000029 0.072429 0.170229
3.257119 0.018421 0.006341 0.453565 426.825714 0.070218 0.664974 0.000311 0.000024 0.075298 0.170229
3.274103 0.019350 0.005151 0.451415 426.816917 0.063751 0.716524 0.000256 0.000046 0.076530 0.170342
3.293192 0.018937 0.004236 0.449045 426.800698 0.060974 0.769926 0.000147 0.000080 0.077069 0.170342
3.313715 0.017396 0.003753 0.447291 426.801358 0.063885 0.821269 0.000088 0.000110 0.076310 0.170243
3.329542 0.015937 0.003823 0.445205 426.796608 0.071781 0.868247 0.000047 0.000094 0.074831 0.170243
3.345019 0.016166 0.004289 0.442063 426.790932 0.085208 0.898246 0.000055 0.000096 0.072796 0.170067
3.359750 0.015916 0.005363 0.439093 426.788961 0.103188 0.917198 0.000077 0.000080 0.068872 0.170067
3.378597 0.015271 0.006438 0.436254 426.785958 0.123961 0.905523 0.000057 0.000062 0.064029 0.169976
3.393464 0.015674 0.007284 0.433595 426.785672 0.144309 0.875502 0.000080 0.000082 0.060040 0.169976
3.409460 0.013819 0.007884 0.430433 426.791132 0.166588 0.821769 0.000023 0.000083 0.056628 0.169734
3.422983 0.015379 0.007539 0.426846 426.775942 0.190954 0.754414 0.000023 0.000091 0.053500 0.169734
3.435758 0.013783 0.006571 0.423185 426.776402 0.216140 0.685122 0.000013 0.000045 0.050499 0.169614
3.448403 0.011556 0.005204 0.419877 426.785247 0.242786 0.620084 0.000031 0.000021 0.048587 0.169614
3.462751 0.018502 0.003927 0.416837 426.803868 0.272040 0.560144 0.000015 0.000014 0.048063 0.169431
3.475672 0.013134 0.003368 0.412997 426.822950 0.303764 0.502045 0.000015 0.000037 0.047923 0.169431
3.489323 0.012024 0.003041 0.409786 426.843548 0.330853 0.448431 0.000009 0.000052 0.046481 0.169381
3.502026 0.011276 0.003247 0.406238 426.854732 0.349448 0.394160 0.000021 0.000082 0.045064 0.169381
3.515500 0.010436 0.003942 0.403206 426.871393 0.363174 0.339042 0.000021 0.000128 0.043481 0.169316
